image_name,tags
file_19237,primary clear
file_19238,primary partly_cloudy
file_19239,cultivation primary clear agriculture
file_1924,primary clear
file_19240,primary clear
file_19241,primary clear
file_19242,primary clear agriculture water
file_19243,haze primary cloudy
file_19244,primary partly_cloudy
file_19245,primary habitation clear road agriculture water
file_19246,primary partly_cloudy
file_19247,haze primary
file_19248,primary clear
file_19249,primary clear road agriculture water
file_1925,primary clear road agriculture water
file_19250,primary clear road agriculture
file_19251,primary clear
file_19252,primary clear
file_19253,haze primary clear
file_19254,artisinal_mine primary habitation clear road agriculture water
file_19255,primary partly_cloudy
file_19256,cultivation primary habitation clear road agriculture water
file_19257,primary clear
file_19258,primary partly_cloudy
file_19259,primary clear
file_1926,haze primary cloudy
file_19260,primary clear
file_19261,haze primary clear agriculture water
file_19262,primary clear
file_19263,primary clear
file_19264,cloudy
file_19265,primary clear
file_19266,haze primary
file_19267,haze primary habitation clear road agriculture water
file_19268,primary clear agriculture water cloudy
file_19269,primary clear water
file_1927,cultivation haze primary clear agriculture water
file_19270,primary clear
file_19271,primary clear
file_19272,primary partly_cloudy
file_19273,primary clear agriculture water
file_19274,primary partly_cloudy
file_19275,artisinal_mine primary clear road water
file_19276,primary clear road water
file_19277,primary clear agriculture
file_19278,haze primary
file_19279,primary habitation clear road agriculture water
file_1928,cultivation haze primary clear agriculture water
file_19280,haze primary clear agriculture water
file_19281,primary clear
file_19282,cultivation primary clear agriculture
file_19283,cultivation primary habitation clear road agriculture
file_19284,primary clear
file_19285,haze primary
file_19286,primary clear road agriculture water
file_19287,cultivation primary clear agriculture
file_19288,primary clear
file_19289,cultivation primary habitation clear road agriculture
file_1929,primary partly_cloudy
file_19290,cultivation primary road partly_cloudy agriculture water
file_19291,primary clear
file_19292,cloudy
file_19293,primary clear partly_cloudy
file_19294,haze primary clear agriculture water
file_19295,primary clear water
file_19296,primary habitation clear road agriculture water
file_19297,primary habitation clear road agriculture water
file_19298,primary clear road agriculture water
file_19299,primary clear
file_193,primary clear
file_1930,cultivation primary clear agriculture
file_19300,primary clear
file_19301,haze primary clear road agriculture water
file_19302,primary partly_cloudy
file_19303,primary clear road water
file_19304,haze primary
file_19305,haze primary clear road agriculture water
file_19306,primary clear
file_19307,cultivation primary habitation clear road agriculture water
file_19308,cultivation primary clear agriculture
file_19309,cultivation primary clear agriculture water
file_1931,primary clear
file_19310,primary habitation clear road agriculture water
file_19311,primary habitation clear road agriculture
file_19312,primary clear
file_19313,primary partly_cloudy agriculture water
file_19314,primary clear
file_19315,cloudy
file_19316,primary habitation clear road partly_cloudy agriculture water
file_19317,primary clear
file_19318,primary clear
file_19319,primary clear road agriculture water
file_1932,primary clear agriculture
file_19320,cultivation primary partly_cloudy agriculture
file_19321,primary clear agriculture water
file_19322,primary clear
file_19323,haze primary agriculture water
file_19324,cultivation haze primary clear road agriculture water
file_19325,primary habitation clear road agriculture
file_19326,primary partly_cloudy agriculture water
file_19327,primary clear agriculture water cloudy
file_19328,primary clear
file_19329,primary clear road agriculture water
file_1933,haze primary clear road agriculture water
file_19330,primary clear
file_19331,cultivation primary habitation clear road agriculture water
file_19332,cultivation primary habitation clear road agriculture
file_19333,primary clear
file_19334,primary clear road agriculture water
file_19335,primary clear road agriculture
file_19336,cultivation primary road partly_cloudy agriculture
file_19337,primary partly_cloudy
file_19338,primary clear
file_19339,primary clear
file_1934,primary clear
file_19340,cultivation primary clear agriculture
file_19341,primary clear water
file_19342,primary road partly_cloudy agriculture
file_19343,cultivation primary clear agriculture
file_19344,primary clear
file_19345,primary clear
file_19346,primary habitation clear road agriculture
file_19347,primary partly_cloudy
file_19348,primary clear road agriculture
file_19349,haze primary cloudy
file_1935,cultivation primary clear agriculture
file_19350,primary clear
file_19351,artisinal_mine primary clear road water
file_19352,cloudy
file_19353,cultivation primary clear agriculture
file_19354,primary clear
file_19355,primary clear
file_19356,haze primary
file_19357,haze primary cloudy
file_19358,primary partly_cloudy
file_19359,haze primary
file_1936,cultivation primary habitation clear road agriculture
file_19360,primary cloudy
file_19361,cultivation primary clear agriculture
file_19362,cultivation haze primary partly_cloudy agriculture
file_19363,primary clear
file_19364,primary partly_cloudy
file_19365,haze primary cloudy
file_19366,primary clear
file_19367,cultivation primary clear agriculture
file_19368,primary clear water
file_19369,primary clear
file_1937,primary clear
file_19370,primary clear
file_19371,primary clear
file_19372,primary clear
file_19373,primary clear
file_19374,haze primary
file_19375,haze primary cloudy
file_19376,primary clear agriculture
file_19377,primary habitation clear road agriculture water
file_19378,haze primary
file_19379,cultivation primary habitation clear road agriculture
file_1938,cloudy
file_19380,primary clear
file_19381,primary partly_cloudy
file_19382,primary clear road agriculture water
file_19383,cultivation primary clear road agriculture water
file_19384,haze primary clear
file_19385,haze primary clear road agriculture water
file_19386,haze primary clear
file_19387,cultivation primary habitation clear road agriculture
file_19388,primary clear
file_19389,cultivation primary clear road agriculture
file_1939,primary clear
file_19390,cultivation primary clear road agriculture water
file_19391,primary partly_cloudy agriculture cloudy
file_19392,primary clear
file_19393,cultivation primary clear road agriculture
file_19394,cultivation primary habitation clear road agriculture water
file_19395,primary clear
file_19396,primary partly_cloudy
file_19397,cultivation primary clear agriculture
file_19398,cultivation primary road partly_cloudy agriculture
file_19399,cultivation primary clear agriculture
file_194,primary habitation clear road agriculture
file_1940,primary clear road agriculture water
file_19400,primary partly_cloudy agriculture
file_19401,haze primary cloudy
file_19402,bare_ground primary clear agriculture
file_19403,primary habitation clear road agriculture
file_19404,primary partly_cloudy
file_19405,primary clear agriculture water
file_19406,primary clear
file_19407,primary road partly_cloudy agriculture water
file_19408,cultivation primary clear agriculture
file_19409,bare_ground primary clear agriculture
file_1941,artisinal_mine primary habitation clear road agriculture water
file_19410,primary clear
file_19411,primary clear
file_19412,primary clear
file_19413,primary partly_cloudy agriculture water
file_19414,primary habitation clear road agriculture
file_19415,haze primary clear road agriculture water
file_19416,primary clear
file_19417,primary clear
file_19418,clear water cloudy
file_19419,primary clear water
file_1942,primary clear
file_19420,primary clear
file_19421,primary clear
file_19422,primary partly_cloudy
file_19423,primary clear
file_19424,haze primary partly_cloudy agriculture water cloudy
file_19425,primary partly_cloudy
file_19426,primary clear
file_19427,cultivation primary habitation clear road agriculture
file_19428,primary habitation clear road partly_cloudy agriculture water
file_19429,primary clear
file_1943,primary partly_cloudy
file_19430,cloudy
file_19431,primary habitation clear road agriculture water
file_19432,primary clear
file_19433,primary clear
file_19434,primary clear
file_19435,cultivation primary clear agriculture
file_19436,primary clear
file_19437,cultivation primary habitation clear road agriculture
file_19438,primary clear agriculture water
file_19439,primary road partly_cloudy agriculture
file_1944,cultivation primary habitation clear road agriculture
file_19440,haze primary
file_19441,primary clear
file_19442,cultivation primary clear agriculture
file_19443,primary clear
file_19444,cultivation primary road partly_cloudy agriculture
file_19445,cultivation primary habitation clear road agriculture
file_19446,primary habitation clear road agriculture
file_19447,primary clear
file_19448,primary habitation clear road agriculture water
file_19449,primary clear road agriculture water
file_1945,primary clear
file_19450,cultivation primary clear road agriculture
file_19451,cultivation primary habitation clear road agriculture water
file_19452,cultivation primary habitation clear road agriculture water
file_19453,primary habitation clear road agriculture water
file_19454,primary habitation road partly_cloudy agriculture water
file_19455,primary clear road agriculture water
file_19456,cultivation primary clear agriculture water
file_19457,primary partly_cloudy
file_19458,primary habitation clear road agriculture water
file_19459,primary clear
file_1946,haze primary road partly_cloudy agriculture water
file_19460,haze primary road agriculture water
file_19461,primary clear
file_19462,primary clear
file_19463,primary clear
file_19464,primary clear water
file_19465,primary clear
file_19466,primary clear road agriculture
file_19467,primary clear
file_19468,primary habitation clear road agriculture water
file_19469,primary clear
file_1947,primary partly_cloudy
file_19470,primary clear
file_19471,primary partly_cloudy
file_19472,clear water cloudy
file_19473,primary clear water
file_19474,primary clear water
file_19475,cultivation primary clear agriculture
file_19476,primary clear partly_cloudy
file_19477,cultivation primary clear road partly_cloudy agriculture water
file_19478,primary clear
file_19479,cultivation primary habitation clear road agriculture water
file_1948,primary clear road partly_cloudy agriculture water
file_19480,primary road partly_cloudy agriculture
file_19481,primary clear
file_19482,cultivation primary clear road agriculture
file_19483,primary water cloudy
file_19484,primary clear
file_19485,cultivation primary habitation clear road agriculture water
file_19486,primary partly_cloudy
file_19487,cultivation artisinal_mine primary habitation clear road agriculture water
file_19488,primary clear
file_19489,primary clear road agriculture
file_1949,cloudy
file_19490,primary habitation clear road agriculture
file_19491,primary clear
file_19492,primary clear
file_19493,primary partly_cloudy
file_19494,primary partly_cloudy agriculture water
file_19495,cultivation primary partly_cloudy agriculture
file_19496,primary clear partly_cloudy
file_19497,cultivation primary partly_cloudy agriculture
file_19498,primary habitation clear road agriculture water
file_19499,primary clear
file_195,primary clear
file_1950,cultivation primary clear road agriculture
file_19500,cultivation primary habitation clear road agriculture
file_19501,primary clear
file_19502,primary clear
file_19503,cloudy
file_19504,primary partly_cloudy
file_19505,primary clear
file_19506,haze primary clear
file_19507,cloudy
file_19508,clear water cloudy
file_19509,primary partly_cloudy agriculture water
file_1951,primary partly_cloudy
file_19510,cultivation primary clear partly_cloudy agriculture
file_19511,primary clear
file_19512,primary clear
file_19513,primary clear road agriculture water
file_19514,primary clear
file_19515,primary clear
file_19516,primary clear
file_19517,cultivation primary clear agriculture
file_19518,primary clear
file_19519,cultivation primary clear road agriculture
file_1952,primary clear
file_19520,cultivation primary road partly_cloudy agriculture water
file_19521,primary partly_cloudy cloudy
file_19522,primary clear
file_19523,haze primary
file_19524,cultivation primary clear agriculture water
file_19525,primary clear
file_19526,bare_ground primary habitation clear road agriculture water
file_19527,haze primary
file_19528,primary partly_cloudy agriculture water
file_19529,cultivation primary partly_cloudy agriculture
file_1953,primary partly_cloudy cloudy
file_19530,primary clear
file_19531,haze primary clear road agriculture water
file_19532,primary habitation clear road
file_19533,primary clear
file_19534,primary partly_cloudy
file_19535,cultivation primary clear agriculture
file_19536,primary clear
file_19537,primary clear
file_19538,primary clear
file_19539,primary habitation road partly_cloudy agriculture
file_1954,clear water cloudy
file_19540,primary clear agriculture water
file_19541,haze primary
file_19542,primary clear
file_19543,primary clear
file_19544,cultivation primary habitation clear road agriculture
file_19545,primary partly_cloudy agriculture
file_19546,primary clear
file_19547,haze primary cloudy
file_19548,primary clear agriculture
file_19549,haze primary agriculture water
file_1955,cultivation primary clear agriculture
file_19550,primary clear
file_19551,primary clear
file_19552,bare_ground primary clear agriculture
file_19553,cultivation primary clear agriculture
file_19554,primary road partly_cloudy agriculture water
file_19555,primary clear
file_19556,clear water cloudy
file_19557,primary clear
file_19558,primary clear
file_19559,artisinal_mine primary clear road water
file_1956,haze primary partly_cloudy
file_19560,primary clear
file_19561,primary clear
file_19562,primary clear road partly_cloudy agriculture
file_19563,primary habitation clear road agriculture water
file_19564,primary clear
file_19565,haze primary clear agriculture
file_19566,primary clear
file_19567,cultivation primary clear agriculture
file_19568,cultivation haze primary clear agriculture
file_19569,cultivation primary clear agriculture
file_1957,cultivation primary clear road agriculture water
file_19570,primary clear road agriculture
file_19571,haze primary clear
file_19572,primary clear
file_19573,primary clear
file_19574,cultivation primary clear agriculture
file_19575,cultivation primary habitation clear road agriculture water
file_19576,primary road partly_cloudy agriculture
file_19577,haze primary
file_19578,primary clear
file_19579,cultivation primary clear agriculture
file_1958,primary habitation clear road agriculture
file_19580,primary habitation road partly_cloudy agriculture water
file_19581,cultivation primary clear agriculture
file_19582,primary partly_cloudy
file_19583,haze primary clear
file_19584,primary clear
file_19585,primary clear
file_19586,primary partly_cloudy
file_19587,primary clear
file_19588,cultivation primary clear agriculture water
file_19589,cultivation primary habitation clear road agriculture water
file_1959,primary clear
file_19590,primary clear
file_19591,primary clear
file_19592,primary clear
file_19593,cloudy
file_19594,primary clear road water
file_19595,primary partly_cloudy agriculture water
file_19596,primary clear
file_19597,cloudy
file_19598,primary clear
file_19599,primary habitation clear road agriculture water
file_196,primary clear water
file_1960,primary road partly_cloudy agriculture
file_19600,primary clear
file_19601,primary partly_cloudy
file_19602,primary clear agriculture water
file_19603,haze primary water cloudy
file_19604,primary partly_cloudy agriculture water
file_19605,cultivation primary clear road agriculture
file_19606,primary clear agriculture water
file_19607,primary habitation clear road partly_cloudy agriculture
file_19608,primary partly_cloudy
file_19609,cultivation primary clear agriculture water
file_1961,primary clear
file_19610,primary habitation road partly_cloudy agriculture
file_19611,cultivation primary clear agriculture
file_19612,cultivation primary clear agriculture water
file_19613,cloudy
file_19614,cultivation primary clear agriculture
file_19615,primary clear road agriculture
file_19616,cloudy
file_19617,primary clear
file_19618,haze cloudy
file_19619,primary clear
file_1962,cultivation primary habitation clear road agriculture water
file_19620,primary partly_cloudy water
file_19621,cultivation primary clear agriculture
file_19622,haze primary
file_19623,cultivation primary clear agriculture
file_19624,primary habitation clear road partly_cloudy agriculture water
file_19625,artisinal_mine primary habitation clear road agriculture water
file_19626,primary clear
file_19627,haze primary
file_19628,cultivation primary habitation clear road agriculture water
file_19629,bare_ground primary habitation clear road agriculture
file_1963,cultivation primary habitation clear road agriculture water
file_19630,primary clear agriculture water
file_19631,primary partly_cloudy agriculture water
file_19632,primary clear
file_19633,primary partly_cloudy
file_19634,cultivation primary habitation clear road agriculture water
file_19635,haze primary clear road agriculture water
file_19636,primary clear
file_19637,primary partly_cloudy
file_19638,cultivation haze primary clear road agriculture
file_19639,primary habitation clear road agriculture
file_1964,primary clear agriculture water
file_19640,primary clear
file_19641,primary clear
file_19642,cloudy
file_19643,primary clear road agriculture
file_19644,primary clear road agriculture
file_19645,haze primary cloudy
file_19646,primary habitation clear road agriculture
file_19647,cultivation primary clear agriculture water
file_19648,haze primary cloudy
file_19649,primary partly_cloudy
file_1965,haze primary clear
file_19650,primary partly_cloudy agriculture water
file_19651,primary clear road agriculture water
file_19652,primary clear
file_19653,primary clear
file_19654,primary clear partly_cloudy agriculture water
file_19655,haze primary habitation clear road agriculture water
file_19656,cultivation primary clear agriculture
file_19657,cultivation primary clear agriculture
file_19658,cultivation haze primary road agriculture water
file_19659,primary clear partly_cloudy
file_1966,primary clear
file_19660,primary clear
file_19661,haze primary clear agriculture water
file_19662,cultivation primary habitation clear road agriculture water
file_19663,primary partly_cloudy
file_19664,primary clear
file_19665,primary partly_cloudy
file_19666,primary clear
file_19667,cultivation primary habitation clear road agriculture water
file_19668,haze primary
file_19669,primary clear
file_1967,primary clear
file_19670,primary habitation clear road agriculture
file_19671,cloudy
file_19672,cultivation primary clear agriculture
file_19673,primary partly_cloudy agriculture
file_19674,primary clear
file_19675,cultivation primary clear road agriculture
file_19676,primary clear
file_19677,cloudy
file_19678,primary clear road agriculture
file_19679,primary clear water
file_1968,primary habitation clear road agriculture
file_19680,cultivation primary clear road agriculture
file_19681,primary habitation road partly_cloudy agriculture
file_19682,haze primary
file_19683,primary clear
file_19684,primary clear
file_19685,primary clear
file_19686,primary clear road agriculture water
file_19687,primary habitation clear road agriculture
file_19688,primary clear
file_19689,cloudy
file_1969,primary road partly_cloudy agriculture
file_19690,cultivation primary clear agriculture
file_19691,primary clear
file_19692,primary partly_cloudy
file_19693,cultivation primary clear road agriculture
file_19694,primary clear
file_19695,primary clear
file_19696,primary habitation clear road agriculture
file_19697,cultivation primary clear agriculture
file_19698,primary clear
file_19699,primary clear
file_197,primary habitation clear road
file_1970,clear water cloudy
file_19700,cultivation primary habitation clear road agriculture
file_19701,primary partly_cloudy
file_19702,primary clear
file_19703,primary road partly_cloudy agriculture
file_19704,haze primary clear road agriculture water
file_19705,haze primary clear partly_cloudy agriculture water
file_19706,primary clear road agriculture
file_19707,primary clear
file_19708,primary clear water
file_19709,primary clear road agriculture
file_1971,primary clear
file_19710,primary clear
file_19711,cultivation primary habitation clear road agriculture
file_19712,primary partly_cloudy
file_19713,cultivation primary clear agriculture
file_19714,primary clear road agriculture water
file_19715,primary clear
file_19716,cultivation primary clear agriculture
file_19717,cultivation primary habitation clear road agriculture
file_19718,primary clear
file_19719,haze primary
file_1972,primary clear partly_cloudy
file_19720,primary clear
file_19721,cultivation primary habitation clear road partly_cloudy agriculture
file_19722,primary clear
file_19723,primary clear agriculture water
file_19724,primary partly_cloudy
file_19725,primary partly_cloudy agriculture water
file_19726,primary clear
file_19727,primary clear water cloudy
file_19728,cultivation primary clear agriculture water
file_19729,primary partly_cloudy
file_1973,primary habitation clear road agriculture
file_19730,primary clear partly_cloudy
file_19731,primary clear
file_19732,clear water cloudy
file_19733,primary clear partly_cloudy
file_19734,primary clear
file_19735,primary clear water
file_19736,primary clear road agriculture water
file_19737,primary habitation clear road agriculture
file_19738,haze primary
file_19739,primary clear road water
file_1974,primary clear
file_19740,cultivation artisinal_mine primary habitation clear road agriculture water
file_19741,primary clear
file_19742,cloudy
file_19743,primary clear
file_19744,cloudy
file_19745,cultivation primary partly_cloudy agriculture
file_19746,primary habitation clear road agriculture
file_19747,primary clear
file_19748,primary clear
file_19749,primary clear
file_1975,primary clear
file_19750,primary partly_cloudy
file_19751,bare_ground primary clear road agriculture
file_19752,primary clear
file_19753,cultivation primary road partly_cloudy agriculture water
file_19754,cloudy
file_19755,primary clear road water
file_19756,primary clear
file_19757,haze primary
file_19758,primary clear
file_19759,haze primary cloudy
file_1976,primary clear
file_19760,primary clear
file_19761,primary clear road agriculture
file_19762,primary clear
file_19763,primary clear
file_19764,primary road partly_cloudy agriculture
file_19765,primary clear agriculture water
file_19766,cultivation primary clear agriculture
file_19767,cultivation primary clear partly_cloudy agriculture
file_19768,primary clear
file_19769,primary partly_cloudy
file_1977,cultivation primary clear agriculture
file_19770,primary clear
file_19771,bare_ground primary clear road agriculture
file_19772,primary clear
file_19773,primary clear road agriculture
file_19774,cloudy
file_19775,cultivation primary clear agriculture
file_19776,haze primary clear agriculture water
file_19777,primary clear
file_19778,primary clear road water
file_19779,primary habitation clear road
file_1978,bare_ground primary clear road agriculture
file_19780,primary clear agriculture water
file_19781,haze primary clear road agriculture
file_19782,primary road partly_cloudy agriculture water
file_19783,primary clear
file_19784,bare_ground primary habitation clear road agriculture
file_19785,haze primary
file_19786,primary clear
file_19787,cultivation primary clear agriculture
file_19788,primary partly_cloudy cloudy
file_19789,primary partly_cloudy
file_1979,primary clear
file_19790,haze primary
file_19791,primary habitation clear road agriculture
file_19792,primary clear
file_19793,primary clear road partly_cloudy agriculture water
file_19794,primary clear agriculture water
file_19795,cultivation primary partly_cloudy agriculture
file_19796,primary partly_cloudy cloudy
file_19797,cultivation primary habitation clear road partly_cloudy agriculture water
file_19798,primary partly_cloudy
file_19799,primary partly_cloudy
file_198,primary clear
file_1980,cultivation primary habitation clear road agriculture
file_19800,primary clear road agriculture
file_19801,primary habitation clear road agriculture
file_19802,haze primary clear
file_19803,primary clear
file_19804,cultivation primary clear agriculture
file_19805,primary clear agriculture water
file_19806,primary clear
file_19807,primary partly_cloudy cloudy
file_19808,primary clear road agriculture
file_19809,primary clear
file_1981,haze primary clear
file_19810,primary clear road selective_logging water
file_19811,primary clear
file_19812,primary habitation clear road agriculture
file_19813,cultivation primary clear partly_cloudy agriculture water
file_19814,clear water cloudy
file_19815,primary clear
file_19816,primary clear road agriculture water
file_19817,cultivation primary partly_cloudy agriculture
file_19818,haze primary
file_19819,cultivation primary habitation clear road agriculture water
file_1982,primary clear
file_19820,primary partly_cloudy water
file_19821,primary clear
file_19822,cultivation primary habitation clear road agriculture
file_19823,primary habitation clear road agriculture
file_19824,primary clear
file_19825,cultivation primary habitation clear road agriculture
file_19826,haze primary clear
file_19827,primary clear water
file_19828,clear water cloudy
file_19829,primary clear partly_cloudy
file_1983,cultivation primary clear agriculture
file_19830,primary habitation road partly_cloudy agriculture water
file_19831,primary habitation clear road
file_19832,primary partly_cloudy
file_19833,artisinal_mine primary clear road water
file_19834,primary clear
file_19835,cloudy
file_19836,cultivation primary clear agriculture
file_19837,primary clear
file_19838,primary clear
file_19839,primary clear agriculture water
file_1984,primary clear
file_19840,haze primary clear
file_19841,primary habitation clear road agriculture
file_19842,cultivation primary clear agriculture
file_19843,cultivation primary clear agriculture
file_19844,primary clear
file_19845,cultivation primary clear agriculture
file_19846,primary clear
file_19847,primary clear
file_19848,primary clear road selective_logging water
file_19849,primary partly_cloudy
file_1985,primary clear partly_cloudy agriculture water
file_19850,primary clear
file_19851,primary partly_cloudy
file_19852,cloudy
file_19853,haze primary clear road agriculture water
file_19854,cultivation primary clear road agriculture water
file_19855,cultivation primary clear agriculture water
file_19856,primary habitation clear road agriculture
file_19857,primary clear
file_19858,primary clear
file_19859,primary clear road agriculture
file_1986,cultivation primary partly_cloudy agriculture water
file_19860,primary clear road agriculture water
file_19861,primary partly_cloudy
file_19862,primary clear water
file_19863,cultivation primary clear agriculture
file_19864,primary clear
file_19865,primary clear
file_19866,primary clear
file_19867,cultivation primary clear agriculture water
file_19868,cultivation haze primary clear road agriculture water
file_19869,cultivation haze primary clear agriculture water
file_1987,primary partly_cloudy agriculture water
file_19870,primary habitation clear road agriculture
file_19871,primary partly_cloudy
file_19872,primary partly_cloudy
file_19873,primary partly_cloudy water cloudy
file_19874,primary clear road agriculture
file_19875,primary clear
file_19876,primary clear
file_19877,primary partly_cloudy
file_19878,primary clear
file_19879,primary partly_cloudy
file_1988,primary clear
file_19880,primary clear
file_19881,cultivation primary habitation clear road agriculture
file_19882,cultivation primary habitation clear road agriculture water
file_19883,primary clear
file_19884,cultivation primary clear agriculture water
file_19885,primary clear
file_19886,haze primary water cloudy
file_19887,primary partly_cloudy
file_19888,cultivation primary clear road agriculture
file_19889,cultivation primary clear partly_cloudy agriculture
file_1989,haze primary
file_19890,haze primary cloudy
file_19891,cultivation primary clear agriculture
file_19892,cultivation primary habitation clear road agriculture
file_19893,primary clear
file_19894,haze primary clear
file_19895,primary partly_cloudy
file_19896,primary clear road agriculture
file_19897,primary partly_cloudy agriculture water
file_19898,haze primary partly_cloudy
file_19899,cultivation haze primary clear agriculture
file_199,primary clear
file_1990,primary clear
file_19900,primary clear
file_19901,primary clear
file_19902,cultivation primary clear agriculture
file_19903,haze primary cloudy
file_19904,primary clear
file_19905,cloudy
file_19906,primary clear
file_19907,primary road partly_cloudy agriculture water
file_19908,artisinal_mine primary habitation clear road agriculture water
file_19909,cultivation primary habitation clear road agriculture water
file_1991,primary clear
file_19910,primary clear
file_19911,cultivation primary clear agriculture
file_19912,primary clear
file_19913,primary clear road agriculture
file_19914,primary habitation clear road agriculture
file_19915,primary clear road water
file_19916,primary road partly_cloudy agriculture
file_19917,cultivation primary habitation road partly_cloudy agriculture
file_19918,primary habitation clear road agriculture
file_19919,primary clear
file_1992,primary clear
file_19920,bare_ground primary clear road agriculture
file_19921,primary clear
file_19922,primary habitation clear road agriculture
file_19923,primary clear
file_19924,cloudy
file_19925,cloudy
file_19926,haze primary
file_19927,artisinal_mine primary clear road agriculture water
file_19928,primary clear
file_19929,primary clear
file_1993,cultivation primary clear agriculture
file_19930,cultivation primary habitation clear road agriculture water
file_19931,primary clear agriculture water
file_19932,haze primary agriculture water
file_19933,primary partly_cloudy
file_19934,cultivation primary habitation clear road agriculture
file_19935,primary clear road agriculture water
file_19936,cloudy
file_19937,haze primary clear road agriculture water
file_19938,primary road partly_cloudy agriculture
file_19939,haze primary clear
file_1994,haze primary clear road agriculture water
file_19940,primary clear
file_19941,primary clear
file_19942,haze primary clear
file_19943,primary partly_cloudy
file_19944,primary clear partly_cloudy
file_19945,haze primary clear
file_19946,primary partly_cloudy agriculture water
file_19947,primary clear
file_19948,haze primary clear road agriculture water
file_19949,cultivation primary clear agriculture
file_1995,primary clear
file_19950,primary clear
file_19951,primary clear
file_19952,primary clear
file_19953,primary clear road agriculture water
file_19954,cultivation primary clear agriculture
file_19955,primary clear
file_19956,primary clear
file_19957,primary habitation clear road agriculture water
file_19958,primary partly_cloudy
file_19959,cultivation primary road partly_cloudy agriculture
file_1996,cultivation primary clear agriculture
file_19960,primary clear
file_19961,primary road partly_cloudy agriculture
file_19962,primary clear
file_19963,primary road partly_cloudy agriculture water
file_19964,primary clear
file_19965,cultivation primary road partly_cloudy agriculture water
file_19966,primary clear water
file_19967,cultivation primary habitation clear road agriculture
file_19968,cultivation primary habitation clear road agriculture water
file_19969,haze primary clear water
file_1997,cultivation primary clear road agriculture
file_19970,primary clear
file_19971,primary partly_cloudy
file_19972,cultivation primary clear agriculture water
file_19973,cloudy
file_19974,cultivation primary clear agriculture
file_19975,primary clear road agriculture water
file_19976,primary clear
file_19977,primary habitation clear road agriculture
file_19978,haze primary clear road agriculture
file_19979,primary partly_cloudy
file_1998,primary partly_cloudy
file_19980,primary clear
file_19981,primary clear road agriculture water
file_19982,cultivation primary habitation clear road agriculture
file_19983,primary partly_cloudy
file_19984,primary clear road agriculture water
file_19985,primary clear road water
file_19986,primary clear road agriculture water
file_19987,primary habitation clear road agriculture water
file_19988,primary clear
file_19989,primary habitation clear road agriculture
file_1999,primary clear
file_19990,primary clear
file_19991,haze primary clear agriculture water
file_19992,haze primary
file_19993,haze primary
file_19994,primary clear road agriculture water
file_19995,primary clear agriculture water
file_19996,primary partly_cloudy
file_19997,primary clear
file_19998,primary clear
file_19999,primary clear road agriculture water
file_2,primary clear agriculture
file_20,primary clear
file_200,primary habitation clear road agriculture
file_2000,cultivation primary clear agriculture
file_20000,cultivation primary clear agriculture
file_20001,primary clear water
file_20002,primary clear
file_20003,primary partly_cloudy
file_20004,primary clear
file_20005,primary partly_cloudy
file_20006,primary clear
file_20007,primary habitation clear road agriculture
file_20008,primary clear
file_20009,primary partly_cloudy
file_2001,cloudy
file_20010,primary partly_cloudy
file_20011,primary habitation clear road agriculture water
file_20012,primary clear
file_20013,primary habitation clear road agriculture
file_20014,primary clear agriculture water
file_20015,primary habitation clear road agriculture
file_20016,primary clear
file_20017,haze primary clear agriculture water
file_20018,cultivation primary habitation clear road agriculture
file_20019,primary clear
file_2002,haze primary clear
file_20020,primary clear
file_20021,primary water cloudy
file_20022,primary clear
file_20023,primary habitation clear road agriculture water
file_20024,artisinal_mine primary clear road agriculture water
file_20025,primary clear
file_20026,cloudy
file_20027,primary clear
file_20028,primary clear water cloudy
file_20029,bare_ground primary clear road agriculture
file_2003,primary clear
file_20030,primary clear
file_20031,primary habitation clear road agriculture water
file_20032,primary clear
file_20033,haze primary agriculture water
file_20034,haze primary clear
file_20035,cultivation primary clear agriculture
file_20036,primary clear water cloudy
file_20037,primary partly_cloudy
file_20038,haze primary cloudy
file_20039,cultivation primary road partly_cloudy agriculture water
file_2004,primary clear
file_20040,primary clear
file_20041,primary habitation clear road agriculture
file_20042,cloudy
file_20043,cultivation haze primary habitation clear road agriculture water
file_20044,haze primary clear agriculture water
file_20045,primary clear
file_20046,primary clear road agriculture water
file_20047,primary clear
file_20048,haze primary road agriculture water
file_20049,cultivation primary clear partly_cloudy agriculture water
file_2005,primary clear
file_20050,cloudy
file_20051,primary clear
file_20052,cultivation primary clear agriculture water
file_20053,primary clear
file_20054,primary road partly_cloudy agriculture
file_20055,primary clear road agriculture water
file_20056,haze primary
file_20057,primary clear road agriculture water
file_20058,cultivation primary habitation road partly_cloudy agriculture
file_20059,primary clear
file_2006,cloudy
file_20060,cultivation primary clear agriculture
file_20061,primary clear
file_20062,cultivation primary clear agriculture
file_20063,cultivation primary clear agriculture
file_20064,primary clear
file_20065,haze primary road agriculture water
file_20066,primary clear
file_20067,cultivation primary clear agriculture water
file_20068,primary clear
file_20069,primary partly_cloudy
file_2007,primary clear
file_20070,cloudy
file_20071,primary partly_cloudy agriculture water
file_20072,cultivation primary clear agriculture
file_20073,primary clear
file_20074,primary clear
file_20075,primary clear
file_20076,primary habitation clear road agriculture
file_20077,primary partly_cloudy
file_20078,primary clear
file_20079,primary clear road agriculture water
file_2008,cultivation primary habitation clear road agriculture
file_20080,cultivation primary clear agriculture
